,SampleID,simpson,body_mass_kg,dataset,inv_simpson
76,X11166.ATL.24593.lemur,0.9100434397154378,3.85,Song et al,11.116476628682452
77,X11166.ATL.24596.lemur,0.9564140588867008,3.85,Song et al,22.943177879320242
78,X11166.ATL.24053.bongo,0.9760657325237736,329.00311,Song et al,41.781099045261655
79,X11166.ATL.24064.bongo,0.9788198400669,329.00311,Song et al,47.21399664396389
80,X11166.ATL.24071.dog,0.8566124911123624,5.99998,Song et al,6.974108189463194
81,X11166.ATL.24074.dog,0.7690941167537269,5.99998,Song et al,4.330768822089508
82,X11166.ATL.24558.chinchilla,0.9592760902086586,0.417,Song et al,24.555599035646036
83,X11166.ATL.24574.chinchilla,0.9619515427755464,0.417,Song et al,26.282274576886227
84,X11166.ATL.25137.tamarin,0.8210598896108571,0.5355,Song et al,5.5884619598439365
85,X11166.ATL.24595.orangutan,0.9485162156858298,37.0,Song et al,19.423591589493228
86,X11166.ATL.25007.hedgehog,0.7103484742847732,0.18,Song et al,3.452424417688578
87,X11166.ATL.24050.lion,0.8860790750742814,161.49906,Song et al,8.778018618195416
88,X11166.ATL.24078.sunbear,0.7227831396707655,46.5,Song et al,3.6072841991369407
89,X11166.ATL.24082.sunbear,0.8846641533101458,46.5,Song et al,8.670331286413207
90,X11166.ATL.24564.meerkat,0.9252698439621754,0.7255,Song et al,13.381478816849393
91,X11166.ATL.24497.nakedmolerat,0.9597470733662772,0.055,Song et al,24.842914133906152
92,X11166.ATL.24562.porcupine,0.9849255016276334,4.399970000000001,Song et al,66.33719910926658
93,X11166.ATL.24578.porcupine,0.9860433963250296,4.399970000000001,Song et al,71.65066969648109
94,X11166.ATL.24592.lemur,0.849812583021136,2.9,Song et al,6.6583474176184225
95,X11166.ATL.24995.monkey,0.9699947043979136,3.55,Song et al,33.327450369476274
96,X11166.ATL.25124.elephant,0.9848616782818188,3940.03428,Song et al,66.05752068269203
97,X11166.ATL.24550.armadillo,0.9048776143953596,1.2,Song et al,10.512772505058125
98,X11166.ATL.24999.orangutan,0.977569959637059,37.0,Song et al,44.583067342678596
99,X11166.ATL.24076.tiger,0.913743773722966,162.564,Song et al,11.593365988308408
100,X11166.ATL.24079.tiger,0.8777404642181985,162.564,Song et al,8.179321094304788
101,X11166.ATL.24570.warthog,0.9667609356155372,82.5,Song et al,30.085082673609747
102,X11166.ATL.25126.zebra,0.9754218977583924,276.0,Song et al,40.68662381537036
103,X11166.NZ.16840.A2.lessershorttailedbat,0.8693040277146371,0.0126,Song et al,7.651345198431899
104,X11166.NZ.16842.A2.lessershorttailedbat,0.8426739930713407,0.0126,Song et al,6.356228188346876
105,X1696.CT0001.3,0.9785969711522816,12.267149999999999,Song et al,46.72235911631743
106,X1696.CT0002.1,0.9711303497168284,12.267149999999999,Song et al,34.63845215274086
107,X1696.CT0002.4,0.9755026828092134,12.267149999999999,Song et al,40.82079650648836
108,X1696.CT0003.2,0.9814373072701617,12.267149999999999,Song et al,53.8714945376736
109,X1696.CT0003.3,0.9833709416408872,12.267149999999999,Song et al,60.13569610524563
110,X1696.CT0004.2,0.97095181791018,12.267149999999999,Song et al,34.42556222306433
111,X1696.CT0004.3,0.9658072144442724,12.267149999999999,Song et al,29.245935472855667
112,X1696.CT0005.0A,0.9798769881928784,12.267149999999999,Song et al,49.69435040763113
113,X1696.CT0005.0B,0.9804794048413834,12.267149999999999,Song et al,51.22794627286707
114,X1696.CT0010.3A,0.8698154822893174,12.267149999999999,Song et al,7.68140495955413
115,X1696.CT0014.0B,0.9719021467404436,12.267149999999999,Song et al,35.589907554944226
116,X1696.CT0015.1,0.9250803462160112,12.267149999999999,Song et al,13.34763242343909
117,X1696.CT0017.3A,0.9583402774422144,12.267149999999999,Song et al,24.004000473428846
118,X1696.VH0004B,0.9800852621520262,7.1,Song et al,50.21406797487635
119,X1696.VH0005B,0.9682093863314296,7.1,Song et al,31.455825622788918
120,X1696.VH0006B,0.953027240301011,7.1,Song et al,21.288934403858843
121,X1696.VH0007B,0.9752281398630638,7.1,Song et al,40.368385517765155
122,X1696.VH0009B,0.973916960620246,7.1,Song et al,38.33909022029902
123,X1696.VH0010A,0.9768813144138004,7.1,Song et al,43.25505428374954
124,X1696.VH0011A,0.9785147660517391,7.1,Song et al,46.54359372619009
125,X1696.VH0025A,0.9794885257024069,7.1,Song et al,48.75319957460795
126,X1696.VH0026A,0.9766229442561454,7.1,Song et al,42.77698658706756
127,X1696.VH0027B,0.9731680421754768,7.1,Song et al,37.26899119847474
128,X1696.VH0038A,0.9734204165676412,7.1,Song et al,37.622862019070254
129,X1696.VH0038B,0.973688884856649,7.1,Song et al,38.006750932132384
130,X1696.VH0001A,0.9748478032126652,10.6,Song et al,39.75795865685742
131,X1696.VH0001B,0.973804145559041,10.6,Song et al,38.17397910245042
132,X1696.VH0039A,0.9682523822813296,10.6,Song et al,31.49842639726355
133,X1696.VH0039B,0.948982149777772,10.6,Song et al,19.60098270789757
134,X1696.VH0012A,0.9737869471790812,9.0,Song et al,38.14893316058061
135,X1696.VH0013A,0.973895975441029,9.0,Song et al,38.308269199675465
136,X1696.VH0014A,0.9739460716395362,9.0,Song et al,38.38192790602259
137,X1696.VH0015B,0.969287914094881,9.0,Song et al,32.560471571008584
138,X1696.VH0016A,0.97037291097373,9.0,Song et al,33.75289415417465
139,X1696.VH0017A,0.9692627476581508,9.0,Song et al,32.53381235506486
140,X1696.VH0028A,0.9620634111369372,9.0,Song et al,26.35977640503296
141,X1696.VH0028B,0.970267117269481,9.0,Song et al,33.63279669392974
142,X1696.VH0029A,0.9567562908695734,9.0,Song et al,23.124750862233316
143,X1696.VH0029B,0.95554861747312,9.0,Song et al,22.49648814399181
144,X1696.VH0030A,0.9701668459808156,9.0,Song et al,33.519754544120396
145,X1696.VH0030B,0.9693959167653634,9.0,Song et al,32.67537839095393
146,X1696.VH0031A,0.950452532372696,9.0,Song et al,20.182666196423984
147,X1696.VH0031B,0.9520261841390308,9.0,Song et al,20.844704179839617
148,X1696.VH0032A,0.9648751884770854,9.0,Song et al,28.46990365621248
149,X1696.VH0032B,0.9657071009389092,9.0,Song et al,29.16055589871707
150,X1696.VH0033A,0.953563940204073,9.0,Song et al,21.534988205173075
151,X1696.VH0033B,0.9530102785960048,9.0,Song et al,21.28124981636895
152,X1696.VH0034A,0.9695754741634772,9.0,Song et al,32.868219717645076
153,X1696.VH0034B,0.9722280481515192,9.0,Song et al,36.00755198827347
154,X1696.VH0035A,0.9618921373621984,9.0,Song et al,26.241303783016047
155,X1696.VH0036A,0.9557243091803256,9.0,Song et al,22.585757138669837
156,X1696.VH0037A,0.9599745179966648,9.0,Song et al,24.984083887276423
157,X1696.VH0018B,0.9428834306823436,8.83,Song et al,17.508054351767075
158,X1696.VH0019A,0.979833834459676,8.83,Song et al,49.588009083849485
159,X1696.VH0020B,0.9718624642398938,8.83,Song et al,35.53971493899663
160,X1696.VH0002B,0.98192548880774,8.31,Song et al,55.32653079039987
161,X1696.VH0003B,0.9769860036349328,8.31,Song et al,43.451818803530124
162,X1696.VH0008B,0.964647428280093,8.31,Song et al,28.286485292296298
163,X1696.VH0021B,0.9662530311651608,8.31,Song et al,29.632290973867708
164,X1696.VH0022B,0.9753116072300254,8.31,Song et al,40.50486434322186
165,X1696.VH0023B,0.9711598551943742,8.31,Song et al,34.67388970269427
166,X1696.VH0024B,0.9690391687186714,8.31,Song et al,32.298874371731216
167,X1696.VH0040A,0.96760665411632,8.31,Song et al,30.870537535420386
168,X1696.VH0040B,0.9680462383967638,8.31,Song et al,31.29522002501026
169,X1696.CT0019.2,0.9727895989247068,13.4568,Song et al,36.75065270934182
170,X1696.CT0020.1,0.9663103065039264,13.4568,Song et al,29.682668383924142
171,X1696.CT0021.2,0.9676810489433942,13.4568,Song et al,30.941598266866006
172,X1696.FTA.A.0,0.936635685257813,5.28494,Song et al,15.781753563795993
173,X1696.FTA.A.12,0.9403487208211831,5.28494,Song et al,16.76409984440227
174,X1696.FTA.A.24a,0.9550600414772856,5.28494,Song et al,22.251911948128786
175,X1696.FTA.A.24b,0.9320064020574944,5.28494,Song et al,14.707267011308707
176,X1696.FTA.A.2a,0.9344508598696908,5.28494,Song et al,15.255730250801731
177,X1696.FTA.A.2b,0.9380279651180564,5.28494,Song et al,16.136310545635542
178,X1696.FTA.B.0,0.9299037817699144,5.28494,Song et al,14.2661048662793
179,X1696.FTA.B.12,0.9405890247907152,5.28494,Song et al,16.83190684006342
180,X1696.FTA.B.24,0.942603049754006,5.28494,Song et al,17.422528474320718
181,X1696.FTA.B.2a,0.952109888180946,5.28494,Song et al,20.881137295698082
182,X1696.FTA.B.2b,0.9576091885106144,5.28494,Song et al,23.590017856827146
183,X1696.FTA.C.0,0.9418831634368754,5.28494,Song et al,17.20671769382755
184,X1696.FTA.C.12a,0.9478037451839112,5.28494,Song et al,19.158462681344776
185,X1696.FTA.C.12b,0.9356836997028743,5.28494,Song et al,15.548158015623464
186,X1696.FTA.C.2,0.935627449955574,5.28494,Song et al,15.53457179045822
187,X1696.FTA.C.24,0.9391445975490336,5.28494,Song et al,16.432394819929733
188,X1696.FTA.D.0,0.9319875469528592,5.28494,Song et al,14.703189713020356
189,X1696.FTA.D.12a,0.9359276326883612,5.28494,Song et al,15.607352154418514
190,X1696.FTA.D.12b,0.9502212220514,5.28494,Song et al,20.088882074055114
191,X1696.FTA.D.2,0.9403004391306534,5.28494,Song et al,16.750541971129664
192,X1696.FTA.D.24a,0.9293288983076756,5.28494,Song et al,14.150055341625027
193,X1696.FTA.D.24b,0.9516127918867826,5.28494,Song et al,20.666619112641904
194,X1696.X.A.12,0.9258007847747004,5.28494,Song et al,13.47723149043538
195,X1696.X.A.2,0.90838490053242,5.28494,Song et al,10.915231286234343
196,X1696.X.B.0,0.910224732729878,5.28494,Song et al,11.138925345564626
197,X1696.X.B.12,0.938368540376254,5.28494,Song et al,16.2254797485716
198,X1696.X.B.2,0.9233545913461776,5.28494,Song et al,13.047095939126795
199,X1696.X.B.24,0.9168406654905236,5.28494,Song et al,12.02510825632022
200,X1696.X.C.0,0.9064340677817344,5.28494,Song et al,10.687650689646885
201,X1696.X.C.12,0.9181753544453968,5.28494,Song et al,12.221256727994989
202,X1696.X.C.2,0.9245091706613784,5.28494,Song et al,13.246642125421628
203,X1696.X.C.24,0.9235589996144172,5.28494,Song et al,13.081984732745674
204,X1696.X.D.0,0.9250018490230748,5.28494,Song et al,13.333662056650859
205,X1696.X.D.12,0.9238928690822632,5.28494,Song et al,13.139373248492141
206,X1696.X.D.2,0.9172029359527992,5.28494,Song et al,12.077722942324646
207,X1696.X.D.24,0.9166344427143068,5.28494,Song et al,11.995361544492615
208,X1696.CT0006.2,0.9872907522220328,12.0,Song et al,78.68286286255287
209,X1696.CT0006.3,0.9888276404789118,12.0,Song et al,89.50660763399776
210,X1696.CT0007.3,0.9819502607862144,12.0,Song et al,55.402462504070044
211,X1696.CT0007.4,0.9836755423061412,12.0,Song et al,61.25777767038443
212,X1696.CT0008.3,0.9843293174195724,12.0,Song et al,63.81342962360701
213,X1696.CT0008.6,0.9855839313484852,12.0,Song et al,69.36703925136507
214,X1734.BD.NBS1054,0.8154966081520716,0.0065,Song et al,5.419954560099476
215,X1734.LD.NBS1054E,0.8801215720344875,0.0065,Song et al,8.341784397503838
216,X1734.LD.NBS1053E,0.6809733257465862,0.03121,Song et al,3.1345341336745585
217,X1734.BD.NBS1055,0.9614266766201632,0.009210000000000001,Song et al,25.92465238612872
218,X1734.LD.NBS1055E,0.921617870536828,0.009210000000000001,Song et al,12.758010108284335
219,X1734.LD.NBS1073B,0.1333620761915842,0.009210000000000001,Song et al,1.1538844222342917
220,X1734.BD.ERD505,0.6526027834946833,0.00405,Song et al,2.8785492585680963
221,X1734.BD.ERD507,0.9369690024841008,0.00405,Song et al,15.865209808043339
222,X1734.BD.ERD511,0.7826474657536273,0.00405,Song et al,4.600820521680615
223,X1734.LD.NBS1079E,0.956094311024418,0.00405,Song et al,22.776091739640997
224,X1734.BD.ERD501,0.52128652560182,0.03767,Song et al,2.088932218290202
225,X1734.LD.NBS1060E,0.8275748410579765,0.03767,Song et al,5.799617678393683
226,X1734.LD.Artlit1,0.8662887888060636,0.06054,Song et al,7.478804440336629
227,X1734.LD.NBS1081E,0.4153374836916165,0.06054,Song et al,1.7103884242726866
228,X1734.BD.NBS1076,0.047625390883478,0.05832,Song et al,1.0500069934956142
229,X1734.LD.NBS1076E,0.1621127184189326,0.05832,Song et al,1.19347795578545
230,X1734.BD.NBS1062,0.5502396826977789,0.00942,Song et al,2.223406471247306
231,X1734.LD.NBS1062E,0.5347361320804023,0.00942,Song et al,2.1493179869553294
232,X1734.LD.Perkap1,0.3339486750640255,0.00942,Song et al,1.5013857980030698
233,X1734.LD.QCAZ.M50990,0.577547791083074,0.015099999999999999,Song et al,2.3671316633987516
234,X1734.LD.QCAZ.M51303,0.5653500373256124,0.015099999999999999,Song et al,2.3007019115957847
235,X1734.LD.NBS1067E,0.5928994752719049,0.04217,Song et al,2.456395753033986
236,X1734.LD.QCAZ.M50993,0.8702490708042708,0.00873,Song et al,7.7070739007309985
237,X1734.LD.QCAZ.M51307,0.0696504409550228,0.00873,Song et al,1.0748648078325747
238,X1734.BD.ERD503,0.863729859207987,0.019100000000000002,Song et al,7.338364767130344
239,X1734.BD.ERD504,0.92561286486156,0.019100000000000002,Song et al,13.443184740734077
240,X1734.BD.ERD510,0.6571269041239625,0.019100000000000002,Song et al,2.916530961535519
241,X1734.LD.NBS1047C,0.6971887946243227,0.019100000000000002,Song et al,3.3023876998189943
242,X1734.LD.Sl1,0.6821996964643721,0.019100000000000002,Song et al,3.1466300971858323
243,X1734.LD.Stulil2,0.8846363045572748,0.019100000000000002,Song et al,8.668238271688097
244,X1734.LD.DTS1222,0.8274640771797024,0.00943,Song et al,5.795894464490946
245,X1734.LD.DTS1224,0.6895221828530969,0.00943,Song et al,3.2208420208225315
246,X1734.LD.Glosor1,0.1924782727461887,0.00943,Song et al,1.2383567726415998
247,X1734.LD.Glosor2,0.928484442073312,0.00943,Song et al,13.982971384004586
248,X1734.BD.NBS1051,0.4981150220551473,0.01967,Song et al,1.9924884065963824
249,X1734.LD.NBS1051E,0.6957313502601946,0.01967,Song et al,3.2865692895247265
250,X1734.LD.NBS1051F,0.6470659307390472,0.01967,Song et al,2.8333903895818535
251,X1734.LD.Ptepar1,0.8148466987295485,0.01967,Song et al,5.400929895056586
252,X1734.LD.Ptepar2,0.7738391340063449,0.01967,Song et al,4.421631459564956
253,X1734.BD.NBS1086,0.5404021304690403,0.02222,Song et al,2.1758151338267626
254,X1734.LD.NBS1086E,0.751427830410562,0.02222,Song et al,4.022976512823948
255,X11166.FD.0087.aardvark,0.8794924900078793,52.3504,Song et al,8.29823801077115
256,X11166.FD.0088.aardvark,0.8369065400192693,52.3504,Song et al,6.131453708310247
257,X11166.FD.0089.aardvark,0.9110295853553428,52.3504,Song et al,11.239691351264844
258,X11166.FD.0090.aardvark,0.9178940268172444,52.3504,Song et al,12.17938185537549
259,X11166.FD.0013.addax,0.9855971062542342,70.00032,Song et al,69.43049206996932
260,X11166.FD.0014.addax,0.9843723133694724,70.00032,Song et al,63.98899745318474
261,X11166.FD.0024.elephant,0.9713334957186488,3940.03428,Song et al,34.88391853381799
262,X11166.FD.0027.elephant,0.923192784569582,3940.03428,Song et al,13.019610129024015
263,X11166.FD.0029.elephant,0.8978867885082477,3940.03428,Song et al,9.793052097678563
264,X11166.FD.0458.elephant,0.944736122218946,3940.03428,Song et al,18.095002380430632
265,X11166.FD.0103.lion,0.938474728538759,161.49906,Song et al,16.253483751469005
266,X11166.FD.0271.lion,0.9454571130191932,161.49906,Song et al,18.334196360964395
267,X11166.FD.0280.lion,0.860348247471276,161.49906,Song et al,7.160669178099409
268,X11166.FD.0438.lion,0.9534897031603008,161.49906,Song et al,21.500615303457764
269,X11166.FD.18943.lion,0.9521543830722184,161.49906,Song et al,20.900556084571043
270,X11166.FD.0268.wilddog,0.8741631222948792,22.050069999999998,Song et al,7.946796028612099
271,X11166.FD.0007.bharal,0.9807610480361404,45.0,Song et al,51.97788330042619
272,X11166.FD.0008.bharal,0.976294676095534,45.0,Song et al,42.18461658782074
273,X11166.FD.0482.colobus,0.96901526454836,10.6,Song et al,32.27395636670086
274,X11166.FD.0403.blackbuck,0.9799624278511196,37.5,Song et al,49.906245755221256
275,X11166.FD.0451.blackbuck,0.982114907662253,37.5,Song et al,55.91248740099982
276,X11166.FD.0189.monkey,0.8479153965932613,0.61501,Song et al,6.57528755442506
277,X11166.FD.0192.monkey,0.7010596923817292,0.61501,Song et al,3.345149431226722
278,X11166.FD.0259.monkey,0.8501909473802548,0.61501,Song et al,6.675164033900296
279,X11166.FD.0277.monkey,0.4566541459041919,0.61501,Song et al,1.8404483856127303
280,X11166.FD.0493.wildebeest,0.9810094778457452,179.99895999999998,Song et al,52.65784647084873
281,X11166.FD.0153.wildebeest,0.9844131003531388,179.99895999999998,Song et al,64.15644051454281
282,X11166.FD.0156.wildebeest,0.7064231412880442,179.99895999999998,Song et al,3.406263028998325
283,X11166.FD.0159.wildebeest,0.9804918697222718,179.99895999999998,Song et al,51.260678792045255
284,X11166.FD.0162.wildebeest,0.9817659698890292,179.99895999999998,Song et al,54.84251116807873
285,X11166.FD.0293.bongo,0.9755676106381448,329.00311,Song et al,40.929275691768346
286,X11166.FD.0126.hyena,0.9727488119410403,42.97793,Song et al,36.6956478314427
287,X11166.FD.0093.caracal,0.9211109127862658,13.74991,Song et al,12.676024470795305
288,X11166.FD.0168.cheetah,0.9493268274018316,46.7,Song et al,19.734308090986698
289,X11166.FD.0077.eland,0.9788372751218136,569.99363,Song et al,47.252894216413345
290,X11166.FD.0078.eland,0.9784155992461904,569.99363,Song et al,46.329755058106066
291,X11166.FD.0048.dromedary,0.9644693698233516,601.0,Song et al,28.14473019556026
292,X11166.FD.18907.dromedary,0.7036951468814623,601.0,Song et al,3.3749025352613673
293,X11166.FD.02770.gemsbok,0.9799876731795012,169.00128,Song et al,49.96920193086648
294,X11166.FD.0475.tamarin,0.9228010875214115,0.5355,Song et al,12.95355035315239
295,X11166.FD.0313.mangabey,0.9811273419726264,12.0,Song et al,52.986706936011004
296,X11166.FD.0316.mangabey,0.9836635507751598,12.0,Song et al,61.21281229702349
297,X11166.FD.0165.kudu,0.9834562235158262,213.50104000000002,Song et al,60.445690919278576
298,X11166.FD.01680.kudu,0.9770860382486448,213.50104000000002,Song et al,43.64151476079241
299,X11166.FD.0223.kudu,0.9821855945817214,213.50104000000002,Song et al,56.13434613843143
300,X11166.FD.0222.zebra,0.9881774943814352,407.99985,Song et al,84.58443854995572
301,X11166.FD.02590.zebra,0.9668867677991893,407.99985,Song et al,30.19940771518873
302,X11166.FD.0071.guanaco,0.9860512065984977,142.5,Song et al,71.69078867368525
303,X11166.FD.0072.guanaco,0.9854752975447932,142.5,Song et al,68.84822619147862
304,X11166.FD.0366.baboon,0.9441703901882452,18.026049999999998,Song et al,17.911642287520568
305,X11166.FD.0388.baboon,0.7473634903244322,18.026049999999998,Song et al,3.9582560782057414
306,X11166.FD.0204.zebra,0.9859765750964696,286.99875,Song et al,71.30925625367395
307,X11166.FD.0207.zebra,0.977058662845681,286.99875,Song et al,43.589438282229196
308,X11166.FD.02410.zebra,0.978735741566729,286.99875,Song et al,47.02726893289436
309,X11166.FD.01830.impala,0.9852281300016076,52.500080000000004,Song et al,67.6962361643331
310,X11166.FD.0238.impala,0.9829729332606216,52.500080000000004,Song et al,58.73002175338324
311,X11166.FD.0265.impala,0.9781175465879854,52.500080000000004,Song et al,45.69871490967965
312,X11166.FD.0303.deer,0.9814564779414012,34.4185,Song et al,53.927187987262236
